,date,tz,city,idx,lat,lon,aqi,pm25,pm10,so2,no2,o3,co,h,t,r,w
24,2021-01-18 23:00:00,+08:00,"Badaling Northwest, Beijing (京西北八达岭)",470,40.365,115.988,-,107,112,1.6,12.4,12.2,4.6,78.5,-8.5,,1.5
25,2021-01-18 23:00:00,+08:00,"Miyun Reservoir, Beijing (京东北密云水库)",471,40.499,116.911,-,76,90,1.6,5.5,17.5,4.6,78.5,-8.5,,1.5
26,2021-01-18 23:00:00,+08:00,"Donggaocun Zhen, Pinggu, Beijing (京东东高村)",472,40.1,117.12,-,68,51,1.6,6,22.8,3.7,78.5,-8.5,,1.5
27,2022-07-03 07:00:00,+08:00,"Yongledianzhen, Tongzhou, Beijing (京东南永乐店)",473,39.712,116.783,58,17,11,1.6,1.4,57.8,5.5,100,23,,1.5
28,2021-01-18 23:00:00,+08:00,"Yufazhen, Daxing, Beijing (京南榆垡)",474,39.52,116.3,-,93,52,1.6,9.6,15.1,4.6,78.5,-8.5,,1.5
29,2021-01-18 23:00:00,+08:00,"Liulihezhen, Fangshan, Beijing (京西南琉璃河)",475,39.58,116.0,-,74,74,1.6,8.7,13.9,2.8,78.5,-8.5,,1.5
30,2021-01-18 23:00:00,+08:00,"Qianmen E St, Dongcheng, Beijing (前门东大街)",476,39.899,116.395,-,85,48,1.1,8.7,18.3,3.7,78.5,-8.5,,1.5
31,2021-01-18 23:00:00,+08:00,"Yongdingmen Inner St, Beijing (永定门内大街)",477,39.876,116.394,-,65,51,1.1,7.4,11,2.8,78.5,-8.5,,1.5
32,2021-01-18 23:00:00,+08:00,"Xizhimen N St, Beijing (西直门北大街)",478,39.954,116.349,-,91,47,1.6,4.2,16.7,2.8,78.5,-8.5,,1.5
33,2021-01-18 23:00:00,+08:00,"South Ring Road, Beijing (南三环西路)",479,39.856,116.368,-,80,63,0.6,15.1,11.8,4.6,78.5,-8.5,,1.5
34,2021-01-18 23:00:00,+08:00,"East Fourth Ring Road, Beijing (东四环北路)",480,39.939,116.483,-,87,64,1.6,14.7,11.4,4.6,78.5,-8.5,,1.5
35,2022-07-03 11:00:00,+08:00,"Beijing US Embassy, Beijing (北京美国大使馆)",3303,39.954592,116.468117,43,38,14,1.6,5.1,42.7,7.3,94,24,,2.5
36,2022-07-03 12:00:00,+08:00,"丰台小屯, Beijing",13327,39.87694,116.25528,41,34,9,1.6,2.8,40.7,6.4,94,24,,0.5
37,2022-07-03 12:00:00,+08:00,"密云新城, Beijing",13329,40.4088,116.85152,57,57,19,1.6,1,48.4,4.6,94,24,,0.5
38,2022-07-03 12:00:00,+08:00,"平谷新城, Beijing",13330,40.15353,117.0854,95,95,40,1.6,2.3,36.2,9.1,94,24,,0.5
39,2022-07-03 12:00:00,+08:00,"昌平南邵, Beijing",13334,40.21651,116.27603,48,30,16,0.6,2.3,47.6,3.7,94,24,,0.5
40,2022-07-03 12:00:00,+08:00,"海淀四季青, Beijing",13335,40.03,116.23052,37,25,5,1.6,3.7,37,6.4,94,24,,0.5
41,2022-07-03 12:00:00,+08:00,"石景山老山, Beijing",13336,39.90886,116.20764,34,30,40,1.6,5.5,34.2,4.6,94,24,,0.5
42,2022-07-03 11:00:00,+08:00,"Putuo Monitoring Station, Shanghai (普陀监测站)",481,31.234814,121.410728,22,9,13,1.1,4.2,22.4,3.7,61.7,31.3,,0.4
43,2022-07-03 11:00:00,+08:00,"yángpǔ sì piào, Shanghai (杨浦四漂)",482,31.2659,121.536,30,30,20,2.1,3.2,19.1,5.7,61.5,31.4,,0.3
44,2022-07-03 11:00:00,+08:00,"lúwān shī zhuān fùxiǎo, Shanghai (上海师范专科学校附属小学)",483,31.20101399999999,121.483231,46,46,24,0.6,6.4,15.9,3.7,61.5,31.4,,0.3
45,2021-03-14 16:00:00,+08:00,"Qingpu Dianshan Lake, Shanghai (青浦淀山湖)",484,31.0935,120.978,-,119,42,2.6,19.2,15.5,4.9,56.5,15.5,,5.1
46,2022-07-02 09:00:00,+08:00,"Hongkou Liangcheng, Shanghai (虹口凉城)",485,31.3008,121.467,-,25,11,2.1,3.2,32.5,3.7,81.8,27.7,,0.3
47,2022-07-03 11:00:00,+08:00,"Jing'an Monitoring Station, Shanghai (静安监测站)",486,31.2261,121.425,20,17,12,1.1,2.8,19.5,2,61.5,31.4,,0.3
48,2022-07-03 11:00:00,+08:00,"xúhuì shàng shī dà, Shanghai (徐汇上师大)",487,31.1654,121.412,30,30,16,1.1,3.7,18.3,8.3,61.7,31.3,,0.4
49,2022-07-03 11:00:00,+08:00,"pǔdōng chuān shā, Shanghai (浦东川沙)",488,31.1907,121.703,34,34,19,2.6,4.6,16.3,2.8,74,29.5,,5.6
50,2022-07-03 11:00:00,+08:00,"pǔdōng zhāngjiāng, Shanghai (浦东张江)",489,31.2071,121.577,21,21,14,2.1,5.5,18.3,5.6,58.5,31.9,,0.3
51,2022-07-03 11:00:00,+08:00,"Pudong Monitoring Station, Shanghai (浦东监测站)",490,31.2284,121.533,53,53,13,2.1,4.2,17.9,3.7,61.7,31.3,,0.4
52,2020-04-30 18:00:00,+08:00,"City average, Shanghai (全市平均)",491,31.230393,121.473704,109,109,67,6.1,19.2,80.6,6,59,25.5,,0.2
53,2022-07-03 10:00:00,+08:00,"Pudong Zhoupu, Shanghai (浦东周浦)",10185,31.114301,121.574951,34,34,17,1.6,4.6,15.9,3.2,59,31.6,,0.3
54,2022-07-03 11:00:00,+08:00,"Pudong Huinan, Shanghai (浦东惠南)",10186,31.04808,121.749495,25,25,7,2.1,3.7,17.9,5.5,74,29.5,,5.6
55,2022-07-03 11:00:00,+08:00,"People's Square, Shanghai (人民广场)",10187,31.22967,121.47616,25,25,15,1.1,4.6,19.9,3.4,61.7,31.3,,0.4
56,2022-07-03 11:00:00,+08:00,"Huangpu Ruijin, Shanghai (黄浦瑞金)",10188,31.213834,121.462917,34,34,19,1.1,4.2,20.4,2.8,61.7,31.3,,0.4
57,2022-07-03 11:00:00,+08:00,"Jing'an Qiyi Middle School, Shanghai (静安七一中学)",10189,31.231002,121.452066,25,25,20,1.1,2.8,19.1,4.9,61.3,31.4,,0.3
58,2022-07-03 11:00:00,+08:00,"Jing'an Hetian Middle School, Shanghai (静安和田中学)",10190,31.274911,121.454927,34,34,15,1.6,2.8,19.9,3.5,61.7,31.3,,0.4
59,2022-07-03 11:00:00,+08:00,"Jing'an North High-tech, Shanghai (静安市北高新)",10191,31.295743,121.436946,30,30,19,1.1,2.8,20.8,2,61.5,31.4,,0.3
60,2022-07-03 11:00:00,+08:00,"Xujiahui, Shanghai (徐家汇)",10192,31.194503,121.437516,25,25,13,1.1,4.6,9.4,3.7,61.7,31.3,,0.4
61,2022-07-03 11:00:00,+08:00,"Changning Xianxia, Shanghai (长宁仙霞)",10193,31.2060391,121.3892098,21,21,15,2.1,6,17.5,4.6,61.5,31.4,,0.3
62,2022-07-03 11:00:00,+08:00,"Changning Chengqiao, Shanghai (长宁程桥)",10194,31.1891105,121.3726724,30,30,19,2.1,5.5,18.7,3.8,66,31,,4.6
63,2022-07-03 11:00:00,+08:00,"Changning Huayang, Shanghai (长宁华阳)",10195,31.216258,121.423952,25,25,18,2.1,6.9,22,3.7,61.7,31.3,,0.4
64,2022-07-03 11:00:00,+08:00,"Putuo Taopu, Shanghai (普陀桃浦)",10196,31.278981,121.363483,22,21,16,2.1,4.2,21.6,2.8,61.7,31.3,,0.4
65,2021-07-02 18:00:00,+08:00,"Hongkou Jiaxing, Shanghai (虹口嘉兴)",10197,31.257187,121.49131,-,68,25,3.1,15.1,16.7,6.5,95,25,,0.3
66,2022-07-03 11:00:00,+08:00,"Yangpu Monitoring Station, Shanghai (杨浦监测站)",10198,31.281478,121.54201,38,38,26,2.1,5.5,14.3,3.2,61.5,31.4,,0.3
67,2022-07-03 11:00:00,+08:00,"Yangpu New Jiangwan City, Shanghai (杨浦新江湾城)",10199,31.329075,121.522236,42,42,25,2.6,4.6,18.3,2.8,61.7,31.3,,0.4
68,2022-07-03 11:00:00,+08:00,"Baoshan Yangxing, Shanghai (宝山杨行)",10200,31.364479,121.438297,38,38,31,3.1,9.6,13.9,1.7,61.5,31.4,,0.3
69,2022-07-03 11:00:00,+08:00,"Baoshan Luodian, Shanghai (宝山罗店)",10201,31.415251,121.346638,36,25,36,3.6,4.2,16.3,4.2,61.7,31.3,,0.4
70,2022-07-03 11:00:00,+08:00,"Baoshan Temple Line, Shanghai (宝山庙行)",10202,31.319788,121.449684,25,25,10,2.1,3.7,20.4,2.2,61.7,31.3,,0.4
71,2022-07-03 10:00:00,+08:00,"Minhang Jiangchuan, Shanghai (闵行江川)",10203,31.0066775,121.4074826,46,46,13,1.6,4.6,19.9,2,66,31,,4.6
72,2022-07-03 11:00:00,+08:00,"Minhang Pujiang, Shanghai (闵行浦江)",10204,31.075571,121.515504,25,25,14,1.6,5.5,15.5,2.8,61.5,31.4,,0.3
73,2022-07-03 11:00:00,+08:00,"Jiading Monitoring Station, Shanghai (嘉定监测站)",10205,31.375042,121.268689,46,46,17,1.6,3.2,19.5,3.1,66,31,,4.6
74,2022-07-03 11:00:00,+08:00,"Jiading Tianhua College, Shanghai (嘉定天华学院)",10206,31.408689,121.201974,24,21,13,1.6,3.7,23.6,2.5,66,31,,4.6
75,2022-07-03 11:00:00,+08:00,"Jiading Fangtai, Shanghai (嘉定方泰)",10207,31.31617,121.217115,46,46,16,2.6,4.6,15.1,1.5,66,31,,4.6
76,2022-07-03 11:00:00,+08:00,"Jiading Nanxiang, Shanghai (嘉定南翔)",10208,31.294176,121.320622,30,30,19,2.1,2.8,22.8,2.8,66,31,,4.6
77,2022-07-03 11:00:00,+08:00,"jīnshān zhū jīng, Shanghai (金山朱泾)",10209,30.898687,121.166678,53,53,13,2.6,3.7,22.8,2.8,66,31,,4.6
78,2022-07-03 11:00:00,+08:00,"Jinshan New Town, Shanghai (金山新城)",10210,30.705811,121.346377,30,30,9,3.1,3.7,25.6,5,66,31,,4.6
79,2022-07-03 11:00:00,+08:00,"jīnshān lángxià, Shanghai (金山廊下)",10211,30.790032,121.193091,53,53,14,3.1,4.2,22.8,3.1,66,31,,4.6
80,2022-07-03 11:00:00,+08:00,"Jinshan Fengjing, Shanghai (金山枫泾)",10212,30.888329,121.010356,46,46,11,2.1,1.9,20.4,5,66,31,,4.6
81,2019-04-09 18:00:00,+08:00,"Songjiang Jingde Road, Shanghai (上海松江景德路)",10213,31.0089771,121.2382812,55,122,55,3.1,9.6,58.4,3.7,,,,9.2
82,2022-07-03 11:00:00,+08:00,"Songjiang Library, Shanghai (松江图书馆)",10214,31.035668,121.220837,30,21,10,1.1,1,30.1,4.6,66,31,,4.6
83,2022-07-03 11:00:00,+08:00,"Songjiang Zhongchen Road, Shanghai (松江中辰路)",10215,31.0487929,121.2697744,30,30,17,1.1,3.7,24,4.5,66,31,,4.6
84,2022-07-03 11:00:00,+08:00,"Qingpu Xiayang, Shanghai (青浦夏阳)",10216,31.148344,121.125969,38,38,13,1.6,6,24.4,1.6,66,31,,4.6
85,2022-07-03 11:00:00,+08:00,"Qingpu Zhujiajiao, Shanghai (青浦朱家角)",10217,31.103759,121.046456,53,53,14,1.6,2.8,26.9,3.6,66,31,,4.6
86,2021-01-01 05:00:00,+08:00,"Qingpu Yingpu, Shanghai (青浦盈浦)",10218,31.145806,121.114785,109,109,50,2.6,27,4.9,7.2,65.5,-3.5,,1
87,2022-07-03 11:00:00,+08:00,"Fengxian South Bridge, Shanghai (奉贤南桥)",10219,30.903467,121.458755,25,25,11,1.1,5.1,11,2.3,66,31,,4.6
88,2022-07-03 11:00:00,+08:00,"Fengxian Bay, Shanghai (奉贤海湾)",10220,30.857285,121.567409,14,9,7,1.1,3.7,14.3,3.4,74,29.5,,5.6
89,2022-07-03 11:00:00,+08:00,"Fengxian Nanqiao New City, Shanghai (奉贤南桥新城)",10221,30.948883,121.478835,18,17,15,2.1,2.8,17.5,4.6,66,31,,4.6
90,2022-07-03 11:00:00,+08:00,"Fengxian Fengpu, Shanghai (奉贤奉浦)",10222,30.9422683,121.4561249,30,30,14,1.1,3.7,19.5,3.9,66,31,,4.6
91,2022-07-03 11:00:00,+08:00,"Chongming City Bridge, Shanghai (崇明城桥)",10223,31.628161,121.398098,30,30,13,1.6,1.4,19.9,4.9,61.3,31.4,,0.3
92,2022-06-17 13:00:00,+08:00,"chóngmíng lǜ huá, Shanghai (崇明绿华)",10224,31.762452,121.220535,159,159,60,4.1,16.5,139.1,5.9,40.5,35.7,,1
93,2022-07-03 11:00:00,+08:00,"Chongming Forest Park, Shanghai (崇明森林公园)",10225,31.681728,121.482832,16,13,14,2.1,2.8,15.9,2.1,61.7,31.3,,0.4
94,2022-07-03 11:00:00,+08:00,"Chongming Shangshi Dongtan, Shanghai (崇明上实东滩)",10226,31.506837,121.906898,38,38,10,4.1,4.2,22,4.6,74,29.5,,5.6
95,2022-07-03 12:00:00,+08:00,"Shanghai US Consulate, Shanghai (上海美国总领事馆)",3304,31.2047372,121.4489017,63,63,24,0.6,6.4,,,59,31.6,,0.3
96,2022-07-03 11:00:00,+08:00,"Yantian, Shenzhen (盐田)",914,22.590807,114.262078,59,59,30,1.1,1.4,,4.6,75.5,31.1,,3.8
97,,+0800,Xiapi,915,22.762593,114.35232,-,,,,,,,51,27,,3.1
98,2022-07-03 11:00:00,+08:00,"Kwai Chung, Shenzhen (西乡)",916,22.575856,113.862238,50,50,31,2.1,4.6,,3.7,83,29,,10.8
99,,+0800,Songgang,917,22.764405,113.848641,-,,,,,,,51,27,,3.1
100,,+0800,Shajing,918,22.73284,113.811677,-,,,,,,,51,27,,3.1
101,,+0800,Pingshan,919,22.690824,114.346126,-,,,,,,,51,27,,3.1
102,2020-12-04 15:00:00,+08:00,"Nanyou, Shenzhen (南油)",920,22.516847,113.923192,87,87,51,3.1,7.8,29.7,6.3,56.7,18.8,,2.7
103,2022-07-03 11:00:00,+08:00,"Nan'aozhen, Shenzhen (南澳)",921,22.528186,114.496906,46,46,29,4.1,1.9,,6.4,83.6,29.8,,2.6
104,2022-07-03 11:00:00,+08:00,"Meisha, Shenzhen (梅沙)",922,22.598902,114.313483,10,9,10,2.6,0.5,,4.6,75.5,31.1,,3.8
105,,+0800,Longhua,923,22.65158,114.022403,-,,,,,,,51,27,,3.1
106,2022-07-03 11:00:00,+08:00,"Xi xiang, Shenzhen (龙岗)",924,22.720358,114.247468,50,50,25,2.1,5.1,,2.8,75.5,31.1,,3.8
107,2020-12-04 15:00:00,+08:00,"Liyuan, Shenzhen (荔园)",925,22.5500005,114.0960791,104,104,52,3.1,8.7,29.7,6.4,56.7,18.8,,2.7
108,2022-07-03 11:00:00,+08:00,"Kwai Chung, Shenzhen (葵涌)",926,22.630626,114.423948,57,57,41,3.1,1,,4.6,75.5,31.1,,3.8
109,2022-07-03 11:00:00,+08:00,"OCT, Shenzhen (华侨城)",927,22.542454,113.987495,34,34,25,1.6,1,,4.6,75.5,31.1,,3.8
110,2022-07-03 11:00:00,+08:00,"Honghu, Shenzhen (洪湖)",928,22.562334,114.116872,57,57,26,3.6,3.2,,4.6,75.5,31.1,,3.8
111,,+0800,Henggang,929,22.648548,114.208946,-,,,,,,,51,27,,3.1
112,,+0800,Guangming,930,22.723285,114.417292,-,,,,,,,51,27,,3.1
113,2022-07-03 11:00:00,+08:00,"Mission Hills, Shenzhen (观澜)",931,22.696848,114.04539,50,50,32,3.1,4.6,,3.7,83,29,,10.8
114,,+0800,Fuyong,932,22.670922,113.823012,-,,,,,,,51,27,,3.1
115,2022-07-03 12:00:00,+08:00,Guangzhou (广州),1449,23.141191,113.258374,30,30,23,2.6,3.7,16.7,5.5,100,26,,3.6
116,2020-02-09 13:00:00,+08:00,"Lìwān xicūn, Guangzhou (广州荔湾西村)",771,23.1422,113.235,68,68,24,2.6,5.1,,4.6,54,15,,1.5
117,2020-09-06 16:00:00,+08:00,"Gōngyuán qián, Guangzhou (广州公园前)",772,23.1331,113.26,107,107,61,4.1,12.8,,7.3,52,34,,2.5
118,2020-02-09 13:00:00,+08:00,"Hǎi zhūbǎo gǎng, Guangzhou (广州海珠宝岗)",773,23.105,113.261,72,72,21,2.1,4.2,,6.4,54,15,,1.5
119,,+08:00,"Tiānhé chéng, Guangzhou (广州天河城)",774,23.1358,113.317,-,,,,,,,57.5,34.5,,0.5
120,2020-02-09 13:00:00,+08:00,"Hǎizhū chìshā, Guangzhou (广州海珠赤沙)",775,23.0916,113.348,61,61,19,2.6,4.2,,5.5,54,15,,1.5
121,2020-02-09 12:00:00,+08:00,"Huángbù dàshādì, Guangzhou (广州黄埔大沙地)",776,23.105,113.433,57,57,17,2.1,5.5,,6.4,54,15,,1.5
122,2020-02-09 13:00:00,+08:00,"Pānyú city bridge, Guangzhou (广州番禺市桥)",777,22.9477,113.352,59,59,20,2.6,5.5,,6.4,71,15.2,,2.1
123,2020-02-09 13:00:00,+08:00,"Huadu town, Guangzhou (广州花都城区)",778,23.3917,113.215,59,59,20,1.6,3.7,,6.4,54,15,,1.5
124,2020-02-09 13:00:00,+08:00,"Luogang Zhenlong, Guangzhou (广州萝岗镇龙)",779,23.2783,113.568,85,85,27,2.1,3.7,,5.5,54,15,,1.5
125,2022-07-03 11:00:00,+08:00,"LuHu, Guangzhou (广州麓湖)",780,23.1569,113.281,46,46,24,1.6,3.2,,5.5,100,27,,7.7
126,2021-01-01 01:00:00,+08:00,"Tianhu, Guangzhou (广州天湖)",781,23.6502,113.6246,42,42,20,3.1,6.9,,4.6,20,7,,5.6
127,2020-09-06 16:00:00,+08:00,"Zhudong, Guangzhou (广州竹洞)",782,23.4208,113.073,114,114,55,2.1,11.5,,7.3,52,34,,2.5
128,,+08:00,"Modiesha station, Guangzhou (广州磨碟沙站)",783,23.1064,113.3328,-,,,,,,,54,15,,1.5
129,2022-07-03 11:00:00,+08:00,"Dòumén, Zhuhai (珠海斗门)",784,22.2281,113.299,42,42,26,4.6,1.4,,3.7,88,29,,9.7
130,2022-07-03 11:00:00,+08:00,"Jídà, Zhuhai (珠海吉大)",785,22.2611,113.574,55,55,27,4.1,0.5,,3.7,88,29,,9.7
131,2022-07-01 23:00:00,+08:00,"Qiánshān, Zhuhai (珠海前山)",786,22.2294,113.495,13,13,8,3.6,2.8,,2.8,88,28,,12.8
132,2022-07-03 11:00:00,+08:00,"Táng jiā, Zhuhai (珠海唐家)",787,22.4251,113.628,55,55,23,3.1,0.5,,4.6,83,29,,10.8
133,2020-10-12 10:00:00,+08:00,"Huìjǐngchéng, Foshan (佛山惠景城)",788,23.0019,113.1047,95,95,46,7.1,11.5,46.3,5.4,62.6,29.4,,3
134,2022-07-03 11:00:00,+08:00,"Wān liáng, Foshan (佛山湾梁)",789,23.0048,113.134,17,17,11,2.6,4.6,,3.7,100,27,,7.7
135,2022-07-03 11:00:00,+08:00,"Huicai technical school, Foshan (佛山华材职中)",790,23.0395,113.105,42,42,11,3.6,5.5,,3.7,100,27,,7.7
136,2022-07-03 11:00:00,+08:00,"Sanshuiyun donghai, Foshan (佛山三水云东海)",791,23.1886,112.863,21,21,19,2.1,7.8,,4.6,100,27,,7.7
137,2022-07-03 11:00:00,+08:00,"Nanhai Bureau of Meteorology, Foshan (佛山南海气象局)",792,23.0467,113.144,25,25,18,2.1,6,,3.7,100,27,,7.7
138,2022-07-03 11:00:00,+08:00,"Gāomíng kǒngtáng, Foshan (佛山高明孔堂)",793,22.8693,112.844,9,9,2,2.1,1.4,,3.7,100,27,,7.7
139,2022-07-03 11:00:00,+08:00,"Sanshui Monitoring Station, Foshan (佛山三水监测站)",794,23.1572,112.885,38,38,5,2.1,7.4,,4.6,100,27,,7.7
140,2020-02-09 13:00:00,+08:00,"Shùndé sūgǎng, Shunde (顺德顺德苏岗)",795,22.8054,113.292,42,42,10,3.1,2.8,,5.5,71,15.2,,2.1
141,2020-02-09 13:00:00,+08:00,"Ronggui street committee, Shunde (顺德容桂街道办)",796,22.7629,113.257,21,21,11,2.1,4.2,,5.5,71,15.2,,2.1
142,,+08:00,"Jinjuzui, Shunde (顺德金桔咀)",797,22.819722,113.261667,-,,,,,,,,28.8,,
143,2022-07-03 11:00:00,+08:00,"Donghu, Jiangmen (江门东湖)",798,22.5931,113.0819,17,17,10,3.1,3.7,,2.8,88,29,,9.7
144,,+08:00,"Taoyuan Atmosphere Premier Station, Jiangmen (江门桃源大气超级站)",799,22.7279,112.929,-,,,,,,,70.8,15.2,,2.1
145,,+08:00,"Duānfēn, Jiangmen (江门端芬)",800,22.0608,112.7607,-,,,,,,,70.8,15.2,,2.1
146,,+08:00,"Shuāngqiáo, Jiangmen (江门双桥)",801,22.5862,112.5814,-,,,,,,,71,15.2,,2.1
147,2022-07-03 11:00:00,+08:00,"Xiqū, Jiangmen (江门西区)",802,22.5811,113.074,25,25,15,2.1,3.7,,1.9,88,29,,9.7
148,2022-07-03 11:00:00,+08:00,"Běijiē, Jiangmen (江门北街)",803,22.6069,113.104,20,17,20,2.1,1.9,,3.7,88,29,,9.7
149,2022-07-03 11:00:00,+08:00,"Guīfēngxi, Jiangmen (江门圭峰西)",804,22.5328,113.024,25,25,15,1.6,3.2,,2.8,88,29,,9.7
150,2022-07-03 11:00:00,+08:00,"Kengkouzi station, Zhaoqing (肇庆坑口子站)",805,23.1617,112.565,21,21,8,3.1,0.5,,2.8,100,27,,7.7
151,2022-07-03 11:00:00,+08:00,"Mugangzi station, Zhaoqing (肇庆睦岗子站)",806,23.0706,112.427,30,30,9,4.6,4.6,,3.7,100,27,,7.7
152,2021-01-01 02:00:00,+08:00,"Qixingyanzi station, Zhaoqing (肇庆七星岩子站)",807,23.0786,112.4722,65,65,33,5.1,7.4,,4.6,41.1,8.8,,1.6
153,2022-07-03 11:00:00,+08:00,"Chengzhongzi station, Zhaoqing (肇庆城中子站)",808,23.0528,112.471,17,17,6,5.6,3.7,,5.5,100,27,,7.7
154,,+08:00,"Jinguo Bay, Huizhou (惠州金果湾)",809,22.9398,114.3806,-,,,,,,,62,16.3,,6
155,2022-07-03 11:00:00,+08:00,"Xiabu, Huizhou (惠州下埔)",810,23.08,114.4053,26,25,26,1.1,4.2,,3.7,83,29,,10.8
156,,+08:00,"Xijiao, Huizhou (惠州西角)",811,23.3406,114.1077,-,,,,,,,54,15,,1.5
157,2022-07-03 11:00:00,+08:00,"Henan'an, Huizhou (惠州河南岸)",812,23.0528,114.4183,50,50,16,0.6,1,,3.7,75.5,31.1,,3.8
158,2022-07-03 11:00:00,+08:00,"Jiangbei, Huizhou (惠州江北)",813,23.1142,114.4103,35,30,35,1.6,3.2,,3.7,83,29,,10.8
159,2022-07-03 11:00:00,+08:00,"Huiyang chuanhu, Huizhou (惠州惠阳船湖)",814,22.8172,114.3244,50,50,23,2.1,2.3,,1.9,75.5,31.1,,3.8
160,2022-07-03 11:00:00,+08:00,"Daya bay management committee, Huizhou (惠州大亚湾管委会)",815,22.7422,114.5317,34,34,26,2.6,2.3,,2.8,75.5,31.1,,3.8
161,,+08:00,"Guancheng No.2 water plant, Dongguan (东莞莞城二水厂)",816,23.06,113.7480556,-,,,,,,,54,15,,1.5
162,,+08:00,"Experimental Middle  School, Dongguan (东莞实验中学)",817,23.05361111,113.7819444,-,,,,,,,54,15,,1.5
163,2022-07-03 11:00:00,+08:00,"Dongcheng Shijing, Dongguan (东莞东城石井)",818,23.01277778,113.7944444,50,50,25,3.1,4.2,,5.5,83,29,,10.8
164,2022-07-03 11:00:00,+08:00,"Nancheng Xiping, Dongguan (东莞南城西平)",819,22.96583333,113.7383333,38,38,20,1.6,2.3,,5.5,83,29,,10.8
